作品,作品积分,年,月
作为名媛的双胞胎哥哥,82204512,2018,12
炮灰琴爹修仙中［剑三］,86794312,2018,9
[综]然而琴酒又做错了什么,102915600,2018,5
我的小英雄[综],80779200,2018,4
儿子今天也在带债主上门,96198264,2018,7
穿成受文男主怎么办,143445024,2018,3
[综]把酒问仙,157290816,2018,7
奉旨和亲,140136400,2018,10
返回死亡前100天,74733736,2018,7
男神他又失忆了[综武侠],88633144,2018,8
爆豪樱子是万人迷,140686224,2018,10
陪我玩一个游戏,82864504,2018,3
重生九零女天师,73433032,2018,4
星际宗师,66410360,2018,6
学渣影帝告白没？,199901632,2018,2
全身都很甜[星际],83618616,2018,11
假可怜与真霸总,89274008,2018,3
我在闹市有栋楼,101112560,2018,4
全修真界都觉得我是女人,131807120,2018,5
非职业偶像[娱乐圈],122414680,2018,8
[综武侠]职业深情,68416520,2018,4
无罪之证,88279392,2018,1
这只猪归我了[末世],104925896,2018,6
阴阳先生,88588496,2018,5
星际重生之归来,72924312,2018,8
反派他风情万种[穿书],122609784,2018,9
我的猫好像暗恋我[星际],135079248,2018,4
恋爱反面教材[快穿],92362528,2018,5
有时候想要成为姐姐的尸体,134108200,2018,10
陆处无屋,178925504,2018,2
师兄他不解风情,64320040,2018,4
拐走龙傲天文男主[穿书],88500144,2018,5
每天都在装成模范夫夫,111946912,2018,5
冥婚之后,70288776,2018,5
给我打野带躺谢谢[电竞],61165956,2018,7
[综漫]今天也要撕鸟笼,125332000,2018,2
据说影帝很高冷,95861856,2018,6
超能力者的灾难[综],101876440,2018,7
身怀鬼胎,72919120,2018,12
他们都想抱朕大腿[综],82321056,2018,11
星际依旧有我的传说,96825072,2018,6
还说你不喜欢我,64867248,2018,11
BOSS穿成炮灰后[快穿],80943168,2018,8
我穿回来后，成了不死之身,100744728,2018,7
崩坏的男神重生了[娱乐圈],63323396,2018,3
哨向之天生不对[星际],77129864,2018,2
大神病得挺严重[快穿],110688144,2018,8
冷兵器是男人的浪漫,134085992,2018,4
竟然养了白眼狼［娱乐圈］,67283808,2018,11
藏经阁的书只有我看得懂,85557752,2018,3
BOSS每天都在装柔弱,109296984,2018,1
[综]个性是花钱,104351752,2018,11
一直播就被鬼怪盯上了,110134192,2018,7
本王身娇,46601764,2018,8
最强驭兽师（穿越）,188636544,2018,10
狐狸精直播日常（重生）,53678296,2018,1
你是我的色彩（快穿）,110826512,2018,2
萧先生待产记,56874828,2018,3
性感渣受在线洗白,56405040,2018,11
就我没剧本[穿书],67220272,2018,5
重生之丑夫当道,67127976,2018,2
[综]成为玉藻前大佬他爱人,88587816,2018,11
二世祖总在魅惑人心[重生],115188848,2018,7
末穿古实力宠夫,56066040,2018,6
红楼之战八方,64750588,2018,7
[综英美]外星人必须死,64263608,2018,7
身外之物,56264520,2018,4
[综]关于英雄的二三事,83418520,2018,6
香蜜之淡云流水度此生,19156474,2018,8
男主，我，相爱相杀！[快穿],74112600,2018,3
清平乐,129639128,2018,3
[综武侠]巫祖之云,82581568,2018,12
虫族之他不是渣虫,97213032,2018,3
我家审神者才不高冷[综],74837320,2018,5
突然和反派HE了（快穿）,118761960,2018,11
兽神墓地,83059568,2018,9
[综]和修常吉的宠孙日常,194127520,2018,9
他又帅又撩,80541096,2018,4
剑门大师兄[修真],61059652,2018,9
萌兽种田记（重生）,60489300,2018,8
考试至上的世界,123349792,2018,1
攻了那个阿尔法,65522748,2018,10
"[综武侠]外挂,了解一下",64624416,2018,7
美颜盛世真的能为所欲为,99180328,2018,3
[斗罗+剑三]我成了猪脚他妈,24820120,2018,12
妙手丹心,148211888,2018,12
戏精天师花式捉鬼,73945384,2018,10
吐着吐着就习惯了[慢穿],91947528,2018,1
你是书吗？,63141116,2018,6
听说你爱我,66204132,2018,6
软萌龙在线失忆,85823616,2018,10
我被男主掰弯了,61324716,2018,5
这个向导丧心病狂（星际）,59474392,2018,5
星际伪预言师,79890128,2018,5
我的嫌疑犯,57805768,2018,10
剑仙人设崩坏实录,54059056,2018,11
龙与骑士姬gl,160341728,2018,6
[综]宇智波拯救计划,93217208,2018,1
格莱格的多面战场,122883544,2018,5
重生之我不是颜控[星际],42551844,2018,8
模范生[快穿],57043196,2018,1
我被调剂到上帝专业,59585196,2018,1
21世纪冲喜法[娱乐圈],66790164,2018,4
我在秦末送快递,45806472,2018,8
双向狙击[电竞],82021328,2018,9
全妖界都想蹭我锦鲤运,49926080,2018,12
先生你的鬼掉了［娱乐圈］,65785704,2018,2
路程中央,75388568,2018,2
[综]少年，想成为英雄吗,47020728,2018,11
老妖成了隐世万人迷,55527084,2018,11
魔尊把我弟拐跑了[重生],54224536,2018,5
团扇家族的兄弟们[综],68959000,2018,12
农门崛起,69043424,2018,1
阎王男友了解一下,51441156,2018,2
我在蛮荒精准扶贫,54296452,2018,4
很直的男人[娱乐圈],48425712,2018,4
直播拆套路,46068224,2018,4
我当哆啦A梦那几年,53053660,2018,12
红楼之荣国公贾赦,52572012,2018,2
仙道败类,123536232,2018,1
在恐怖片里养反派小团子,57870616,2018,10
今天和影帝离婚了吗[娱乐圈],55419520,2018,5
星际之隔壁住着玛丽苏［快穿］,90501560,2018,1
白莲花主角改造史[穿书],56324528,2018,3
撩了情敌之后,68034184,2018,3
[综]为美好的黑衣组织献上祝福,46965876,2018,12
据说大BOSS他邪魅狂狷[快穿],61525824,2018,6
拯救败家的老攻 [快穿],78201960,2018,5
英伦玫瑰[足球],70226024,2018,7
滴滴打夫[重生],58343588,2018,1
重生之锦鲤小棉袄,49739500,2018,12
我的地图我做主[星际],99344360,2018,8
家养型魔神柱[FGO],64705984,2018,2
老江湖,92988984,2018,12
谈情说案（GL）,65031064,2018,10
我是人生赢家的仇敌,82423312,2018,7
[综]非职业英雄生涯,57562656,2018,11
反派总喜欢跟主角互撩,79701528,2018,1
我真的是你老攻[快穿],56838772,2018,1
抢婚错抢回情敌[星际],49429792,2018,9
肿么破渣攻他好萌,105228768,2018,2
教主每天都在被灭,46777680,2018,3
超英浴场[综英美],55241764,2018,10
重生的反派总想以下犯上（穿书）,47095056,2018,5
谁敢和我抢师兄,46136648,2018,2
当皇帝穿成豪门男妻,57416252,2018,11
那个奸臣暗恋我,47762980,2018,10
[综]砂之英雄,53577036,2018,9
非人类婚姻介绍所,48080248,2018,12
荆棘王冠（偶像练习生）,12919016,2018,3
听说我才是白月光？,60484896,2018,11
穿成反派他奶爸,58724864,2018,9
带着老攻去破案,64009924,2018,1
将军骑马不开车,40417716,2018,1
听说意外比洗白更先来临[穿书],52090472,2018,9
戏精追夫指南,47965720,2018,3
旧欢如梦,62560032,2018,6
娱乐圈最强BUG,65464892,2018,1
赚钱后，抛弃我的老公又回来了,110508568,2018,5
重生之合璧,70752216,2018,1
将军她暗恋成瘾,60312284,2018,11
易撩易心动,48373672,2018,6
巨兽来袭重生（末世）,108477000,2018,11
重生渣攻变渣受,70579296,2018,9
师傅要抱抱,61769328,2018,7
她是好梦,59786756,2018,10
凤舞九重天[综武侠],48662368,2018,12
红楼之林大少爷,46783508,2018,4
成为大佬徒弟后[综武侠],67524272,2018,10
本受命不久矣,55237680,2018,7
小帅哥你别跑啊[电竞],71307776,2018,12
飞升失败以后,58123060,2018,4
穿越之爷是败家子,38907100,2018,10
重生之明朗,80130296,2018,9
今天叉骨也很穷[综英美],50452084,2018,1
别怕！我就是喜欢你,47312148,2018,6
反派过分邪魅（穿书）,40665856,2018,5
邪不压正[穿书],44195340,2018,9
万物留痕,67784232,2018,11
末世之就是少爷,52709844,2018,5
人渣反派自救系统之冰妹视角,16155783,2018,6
学霸的被撩日常,59866756,2018,1
宠你上瘾,50063972,2018,8
星际第一风水师,55554304,2018,5
鉴罪者,63821040,2018,8
庶人,75854136,2018,12
校草他超可爱,43974504,2018,11
我家王爷不是断袖,63488608,2018,12
全帝国都在催我二婚[星际],75135248,2018,3
[综]琴酒要罢工,46180092,2018,7
惹不起,49263008,2018,1
不沾衣,60838476,2018,3
[综]神说要优雅,52919172,2018,3
我的女装仙君,42056056,2018,7
穿成男主的哥哥后,39818508,2018,7
温润王爷在线养龙,48402092,2018,9
被女主拐进书里掰弯了,57276884,2018,10
掌门怀孕后[玄学],42458180,2018,9
快穿之反派男配上位记,55250320,2018,1
白月光总妄图攻略我,42910088,2018,8
制霸鬼圈,55328684,2018,11
皇家万人迷[星际],75793768,2018,5
我被反派拱上皇座[星际],51643324,2018,7
保养魔角的101种方法,33912536,2018,4
摄人心魄,58633728,2018,8
被我甩了的前道侣杀回来了,43068164,2018,12
辜先生今天会买什么,58673516,2018,2
国家生物计划[重生],46674332,2018,9
她优秀了八百年,34039052,2018,8
驸马是个贼,61994724,2018,9
[三国]我爹是郭嘉,36031480,2018,10
心有魔障,95027976,2018,3
男神总是在逃生,37148428,2018,7
[斗罗＋洪荒]走开，本座要回洪荒,27287210,2018,6
懒猫撞上小可爱,40929328,2018,9
大v不讲理,29929268,2018,8
松鼠君蹭上了卖盐君,35651080,2018,5
渣渣们跪求我原谅[快穿],50191144,2018,1
当金箍棒变成攻[西游],37321388,2018,3
魔道祖师之双生子,13223240,2018,3
我只是想拍个片,60622168,2018,3
说好的敌对变成了互撩,57293408,2018,9
网购龙蛋开箱,57377172,2018,8
在修真界写代码[系统],33969568,2018,1
[综英美]猜猜我是什么味,46189568,2018,6
年下是头狼,67285528,2018,1
末世之高能男友,44277164,2018,6
【综影视】女主她一直在蠢蠢欲动,21737858,2018,3
见鬼的天煞孤星,35710248,2018,12
重返王位,58641824,2018,5
我观近期捉鬼驱邪工作发展战略,57603820,2018,4
穿书之男二他瞎,64336588,2018,10
成了大佬我很方[穿书],33911460,2018,12
星际之废话少说！拔剑吧！,54137488,2018,3
女装老板逼我娶他,41595388,2018,4
执一而生（快穿）,116166784,2018,9
风水探案师,61210608,2018,6
悬命游戏,73849592,2018,6
小公子貌美如花,69718472,2018,4
被迫穿成魔尊之后,58849220,2018,2
徒弟总想以下犯上,50858988,2018,5
我在修真界搞科研,44142296,2018,3
契妖客栈,53545176,2018,8
整个宿舍就我一个受,41446672,2018,4
说好炒作完就散呢[娱乐圈],43984288,2018,4
你这条鱼我吃定了[星际],47255200,2018,6
有种放学别跑,59373840,2018,6
我和女主在一起了,45612896,2018,8
刺客意志[快穿],51219656,2018,12
论如何让仙魔两界友好交流,68507360,2018,4
世有长安,53208652,2018,7
渣攻贱受都爱他[快穿],41681612,2018,1
最佳雄主系统,42663916,2018,3
宿敌他欺世盗名,46559464,2018,5
假高冷和真可爱,55081548,2018,12
温润如玉[香蜜同人],11901733,2018,8
[镇魂/新边城浪子]夜雪（傅红雪X夜尊）,40112172,2018,7
五年破镜，三年重圆,46029428,2018,8
快穿之玩转炮灰,49835400,2018,7
元帅他强行碰瓷[星际],48066604,2018,5
首辅大人养妻手册,59896204,2018,9
反派师尊别怂挺住,45594880,2018,3
今天也被惦记啦！,53656672,2018,9
魔王穿成小炮灰[穿书],39184892,2018,3
靠脸吸粉征服娱乐圈,83389704,2018,1
论炮灰如何逆袭成团宠[穿书],42072544,2018,3
氪命玩家已上线,50076132,2018,9
口技师重生21世纪之后,44523368,2018,1
仇人太宠我怎么办[重生],33368632,2018,9
那就神作了,53488216,2018,11
总裁她帅不过三秒（gl）,43359304,2018,10
让渣受凉拌[快穿],44923900,2018,7
恐怖游戏里捡男友,52861136,2018,9
小伊的暗堕本丸,58005484,2018,7
我的老婆是天师（娱乐圈）,28706702,2018,3
道系抓鬼[重生],44787892,2018,6
无法标记（星际）,35007568,2018,12
情敌暗恋我十八年［重生］,57011988,2018,10
给影帝递橘子[娱乐圈],53348040,2018,3
跟踪罪犯,40129216,2018,2
女主和BOSS拿错剧本[综英美],45279504,2018,5
师尊他是丧尸皇[穿书],41686016,2018,2
[综武侠]我并不想攻略你,64196356,2018,12
权御陛下,70941184,2018,4
旧时堂燕,76272480,2018,7
快穿之媳妇儿我们拜天地,44407580,2018,7
穿到古代去养老,39222316,2018,2
师门散伙后我恋爱了,65187212,2018,2
[海贼王] 荣耀系统带你走上海军巅峰,58054368,2018,4
一夜暴富后我把渣男甩了,40657112,2018,9
白月光的N种死法[快穿],36975632,2018,10
快穿之无中生有,69767536,2018,7
末日直播打脸日常,42701708,2018,6
快穿之无懈可击,48941476,2018,6
只渣主角的纯阳[快穿],34147224,2018,5
远古基因[末世],55589268,2018,12
上铺直男又痛经了,50226624,2018,9
他，腹黑，朕惯的,40614140,2018,5
半壶春（独孤天下同人）,13050708,2018,2
重生之嫁给情敌,48915612,2018,7
有钱真的可以为所欲为,25782096,2018,4
耳朵它又竖起来啦,49185472,2018,12
穿越成炮灰大姐大她妈,40298184,2018,9
从学渣到学霸[星际],60693004,2018,6
我在开封学武功[七五],41726364,2018,6
掌教现代日常［古穿今］,42771184,2018,1
真不是我开的后宫（星际）,41819796,2018,11
香蜜同人之穗禾润玉青梅曲,14467980,2018,10
扒一扒那天天跟踪他的恋爱脑男神,50124180,2018,1
奶狗霸总和女装巨巨,33857476,2018,7
[综]晴明抽到了一堆刀,41619700,2018,10
安全撞鬼指南,44182072,2018,8
掌上金珠,110519720,2018,7
被拒绝后，我成了星际第一男神,86129040,2018,5
无良贾赦穿红楼,31033566,2018,2
合法同居,42430148,2018,9
失忆前我做了什么,48021456,2018,12
一个喷嚏感化死敌［快穿］,49081896,2018,3
所有人都对我求而不得,59218204,2018,12
快穿之绝世凶兽,46135208,2018,1
[娱乐圈]狼子野心,51082408,2018,7
极限真人秀,36721204,2018,12
[沙海]C位风骚,9365800,2018,8
林家小娇珠,36864376,2018,2
重生后我学会了闭嘴［娱乐圈］,35670576,2018,8
我在殡仪馆工作那些年,89198608,2018,9
我的世界我的王,101041128,2018,5
末世女战士在七零,38144456,2018,11
大清佛系太子,26573382,2018,8
大少这病治不好[快穿],37192748,2018,12
当乙方被迫嫁给甲方后,35889128,2018,9
仓鼠先生他又圆又肥,41710572,2018,3
谈恋爱不如修仙,40007760,2018,6
别拽我的小短腿,48671692,2018,5
书生背后藏长刀,37140380,2018,10
天下第一仙门,37390808,2018,10
神医老公,29754760,2018,9
听说殿下有异能,33403606,2018,6
[综]做最好的影，养最帅的狗,29883064,2018,11
和死对头锁了,64175624,2018,12
所有小白兔都对我一脸崇拜,35967668,2018,10
今天撩同桌了吗,37911684,2018,9
[足球]凶兽来袭,45392796,2018,8
走向人生巅峰［快穿］,41777680,2018,12
每天醒来都在修罗场,29869130,2018,1
又变成了死对头的猫,37778964,2018,2
[我英]宝石人了解一下,8734050,2018,4
合法夫夫恋爱攻略,66535764,2018,7
神棍混迹娱乐圈,29119888,2018,8
总有邪祟撞我手上,36282404,2018,9
沢田纲吉的论坛救世之旅[综],38351252,2018,5
论科学施法的必要性[综英美],28826656,2018,5
青云之路[重生],49647452,2018,1
皇太女，驸马怀孕了！,45114264,2018,3
不要招惹那个向导,41939512,2018,1
亿万打赏系统,37321280,2018,5
归来[快穿],44730524,2018,4
伪装挚友,47759140,2018,2
男神打赌要追我[电竞］,33396828,2018,12
摸出大事儿了[慢穿],35808640,2018,2
开封猫鼠探案手札,29149406,2018,6
你好，初恋,41078012,2018,3
学渣很忙,48713208,2018,11
魔界第一小可爱,28380904,2018,5
求求你别撩了,37243004,2018,8
修神后我成了巨星,62168344,2018,7
云隐客栈[系统],68131544,2018,5
你撩到我了[星际],43921320,2018,8
不可方思,120634472,2018,10
反派昵称金手指,35235736,2018,6
我，爆豪勇己，最强,29701078,2018,8
郡主娘子猛如虎,28191490,2018,10
这波丧尸都不行[末世],57939576,2018,3
[综我英]雄英A班养儿记,23287146,2018,10
一言不合修罗场[快穿],34519992,2018,2
巫师恋爱笔记,37987504,2018,9
拒不为师,59151420,2018,9
七零年代祸水,29514156,2018,12
听说公主是只鸟,27351826,2018,7
侯门长媳,42657396,2018,3
快穿之甩不掉的男神,25792566,2018,2
当技术宅被逼婚,31778986,2018,11
你未婚妻也跑了？,35353048,2018,4
春分,43522228,2018,7
飞升是不可能的,62664156,2018,5
反派修仙秘诀,36876072,2018,11
用过一次的反派找上门了,32414880,2018,11
贫僧戒吃[娱乐圈],43732828,2018,1
大力出奇迹,33977856,2018,8
星际第一战神[重生],47744124,2018,7
灵界塔徒,55113032,2018,3
捡个徒弟成女皇,32902560,2018,2
请科学饲养丧尸皇,47901896,2018,5
佛系影后只想赚钱,48047916,2018,3
漫漫追妻路,33393808,2018,10
我也不是一开始就这么装逼的,55766348,2018,9
香蜜沉沉烬如霜同人之行云流水,9542495,2018,8
天光,37058988,2018,2
[综]老虚只想毁灭世界,26638832,2018,2
[美娱]好莱坞顶级导演,25825332,2018,3
上帝今天掉马没[希伯来],36761436,2018,8
学霸她总撩我,30585734,2018,9
我的人，谁也不准动,35516092,2018,8
女魔头[gl],25515178,2018,8
格林德沃的佛系重生[hp/格邓/ggad],26673834,2018,11
快穿之修补天道的108种方法,22950544,2018,8
我家总裁超可爱[重生],40342720,2018,6
总有师弟一战成名,27324558,2018,7
你可乐变色了,42661680,2018,6
[综]甜蜜的宇智波,33812272,2018,11
别把枪口对着我[电竞],28885178,2018,10
打开新世界的所罗门[综漫],26138826,2018,10
少主总逼我出家,27425680,2018,9
今天领导高兴了吗？［穿书］,53654476,2018,2
与霸王龙一起恋爱的日子,39120324,2018,8
炼器师女装直播间,31521590,2018,2
炮灰他总卖乖欺负人[快穿],40793676,2018,7
别！我先复个仇[快穿],31549444,2018,1
秦医生的撩猫日常,53235384,2018,8
人人都爱上皇帝,38926052,2018,7
郡主，药不能停！,36730820,2018,11
偶像练习生偶练之路,9642947,2018,3
异世之农业大亨,36245944,2018,6
【我英】你能不能做个正经挂逼？,10242233,2018,10
重生系统之少将夫人,28549150,2018,2
我和年级第一在一起了,31619254,2018,7
武将公主的悍妻,28518040,2018,5
我道侣可能是个假反派,44678108,2018,8
不喜欢你怎么了[重生],34645116,2018,1
他是外挂,34874296,2018,5
你叫什么？我叫外卖,52435172,2018,10
啊，这是我家先生[星际],45401608,2018,1
花云侯,35518720,2018,12
狼少将的戏精人鱼药师[星际],25412410,2018,8
太傅,38215300,2018,4
甜智齿,43020852,2018,6
将军，我只是个唱戏的,37811656,2018,9
相爱未遂,12541731,2018,3
穿成反派白月光（穿书）,54968500,2018,1
全星际的鬼都缠上我,25370662,2018,6
影后会演，更会撩[娱乐圈],26041974,2018,7
爱情欺诈指南,83235696,2018,5
我是合欢宗女魔修？,34499084,2018,7
欧洲人的日常[综],29069642,2018,4
被动变身,49517428,2018,4
鲛妖[重生],36763652,2018,7
撩动一池春水,33990912,2018,7
反攻男主那些年〔穿书〕,43229920,2018,2
和谐了宿敌之后[穿书],34740344,2018,10
吃鸡撩妹指南（电竞）,35062884,2018,10
星际代购之什么值得买,41009436,2018,1
驯狼,32725856,2018,5
离婚后前夫有了[娱乐圈],33477262,2018,12
听说我们不合[直播],47766272,2018,6
祖传账号，直播修仙,27735528,2018,7
我重生的方式好像不对,34974676,2018,10
影帝家养小仓鼠[娱乐圈],26423056,2018,3
狐家月神高贵清冷,28083806,2018,4
被戏精小狼狗盯上后[重生],53625768,2018,3
质子王妃,29740918,2018,1
[香蜜·神雕]双龙,34531084,2018,10
星际兔子不吃素,40809016,2018,10
天下为聘,30663852,2018,4
我和年级第一在一起了Ⅱ,26932592,2018,12
被小迷弟缠上后,26088842,2018,8
魔教教主的另类男侍,24791394,2018,7
又被朋友偷亲了,22131500,2018,10
血色江山美如歌,29472210,2018,10
人鱼巨星实力宠猫,23061296,2018,9
影后总是霸占热搜,35418388,2018,2
[我英]轰焦冻的英雄学院,7699626,2018,4
刚好你也喜欢我,23442354,2018,9
钟情[快穿],33282732,2018,5
妖畜,61463472,2018,3
看相念经，不是骗子,26640574,2018,10
诓世,80312080,2018,2
我只想修个真[星际],23803684,2018,9
镇魂同人三人成行,10254509,2018,7
重生之靠脸修仙,35924416,2018,6
末世之变成丧尸后,29954284,2018,8
穿成暴君拯救苍生,34206488,2018,9
整个太医院，只有我不用陪葬,25277202,2018,6
[综]我只是个卖药的,24403978,2018,9
臣想弑君,29299552,2018,6
半梦美人.妻,15881352,2018,8
人见人爱的金元宝成精了,21221556,2018,7
快穿之季默,29285624,2018,2
死对头非要和我谈恋爱[娱乐圈],26943114,2018,11
气死公主的日常,34563848,2018,1
君临臣下[重生],35297124,2018,9
在恐怖游戏里谈恋爱,32728762,2018,4
香蜜润玉同人我本善良,11223445,2018,10
宠婢生猛,37952396,2018,12
逆袭死亡航线[重生],67437920,2018,8
互利[gl],41747588,2018,6
学渣要翻身[重生],26357780,2018,9
全宇宙都知道朕骗了元帅[古穿未],22701200,2018,4
我家天师要离婚,23120456,2018,5
她一掌震碎男神光环,74926160,2018,10
请关爱孤寡散仙[穿越],31857724,2018,6
在逃生游戏里没电了怎么办,28856220,2018,7
你温柔，我歹毒,48189824,2018,5
[我英]咔式恋爱法,18371412,2018,7
影帝总在尬撩我[娱乐圈],27048002,2018,8
宗主难当,28462060,2018,1
前任已死,52077112,2018,8
舰长他宁弯不折[星际],26043262,2018,9
不小心成了妖界扛把子,37260920,2018,2
[西游]齐天大圣首席经纪人,17412670,2018,3
又双叒叕掉马了,27623532,2018,3
特殊红酒供应商[星际],48869800,2018,9
我在恋爱游戏里逃生,32849592,2018,9
苍爹今天改剧情了吗[穿书],23544286,2018,3
这逆徒我不要了,34144156,2018,1
刑侦一队：下一个嫌疑人,24913100,2018,10
四号公民[无限流],23437674,2018,5
成了国民儿子他爹,24795280,2018,10
师尊又双在作妖,30154784,2018,11
抓鬼除妖指南,30295836,2018,6
哥，又有人欺负我！[快穿],22223060,2018,4
夺嫡不如谈恋爱,40188820,2018,11
主力他总是幸运E[电竞],33245168,2018,5
望仙路[香蜜润玉],22409056,2018,9
渣了位面大神之后[快穿],47722464,2018,5
星际最强机甲师,22852548,2018,7
［HP］还让不让人好好制杖了,40956648,2018,7
我给男主做媒那些年[快穿],21298508,2018,11
我们的啦啦队画风清奇,40605612,2018,4
今天寻宝夫夫飞升了吗,30944834,2018,7
[综英美]当超英家的崽子回到过去,10041758,2018,12
我怀胎十年就是不生,21165814,2018,12
虫族之元帅夫夫,26161236,2018,7
重生之将军，和离吧,22640990,2018,8
[综]机械英雄,12789147,2018,9
『全职』我怀疑你们都是假的,7144332,2018,3
云巅上的学院,37742024,2018,9
[我英]能用拳头交流的都不叫事儿,11750215,2018,7
这个僵尸不太萌［星际］,24060196,2018,12
爱豆成了我对象之后,33571828,2018,8
花谷弟子养崽记,31695552,2018,4
修真界第一毒瘤[重生],36232932,2018,3
摄政王,35098252,2018,8
男神住在塔里面,42452204,2018,12
我是主角他爹啊[穿书],32301990,2018,4
红名老祖的刷三观日常,20652772,2018,1
仙君今天吃药了吗,17853276,2018,1
总统和她政敌在一起了[星际],26703396,2018,1
身为反派却总被强抱[快穿]！,23001720,2018,12
你竟然是这样的反派,24272226,2018,8
小师兄今天扒我马甲了吗[修真],27572852,2018,8
中唐风云录,32330352,2018,5
丛林大冒险,31136764,2018,1
人形自走镇定剂,30547930,2018,9
在魔尊头上撒野[重生],22390414,2018,9
论万人迷如何维持清冷人设,19564548,2018,8
张云雷过尽千帆,6062147,2018,12
东篱,20276684,2018,2
掌温之猎心,30712212,2018,9
无限生死游戏[快穿],23648596,2018,11
[综]带着附身系统穿越Ⅱ,26299626,2018,11
[综]族长失恋了怎么办？！,30793432,2018,6
学霸的戏精男友,28905388,2018,7
修仙之第一道侣,25286194,2018,8
上清的剑,24568772,2018,1
我的娘子是魔教圣女,17888324,2018,11
犯罪侧写：第二季,20794252,2018,10
病变,29853278,2018,4
夜将尽,32248184,2018,10
朕不想复国(穿书),21502680,2018,11
剧版沙海同人  我有了妹妹,5898513,2018,9
穹顶山守寡的六百年,23343720,2018,3
[综]东海秘闻,31769494,2018,1
[综影视]淼淼兮予怀,9574659,2018,2
末世女重生在六十年代,19954564,2018,8
我当你们是敌人[穿书],30860034,2018,12
818那个被我奶大的影帝,32937086,2018,5
[真幸]我的幼驯染太松懈了！,37416240,2018,9
三师叔总想私奔,27737208,2018,11
专属外挂登录中,31513858,2018,5
拒绝纨绔恩宠之后,16721497,2018,1
重生之后埋伏在他身边,33842432,2018,7
［偶像练习生］梦开始的地方,5913948,2018,6
深海Boss不好当,18298234,2018,11
不良当道,27836578,2018,3
修真界优质女配,54822752,2018,10
替婚王妃[星际],19612282,2018,12
我的暗恋者太凶残[娱乐圈],27074592,2018,9
大魔王，我家的,32474904,2018,1
抱歉，撩错鬼了,20881848,2018,6
斗罗-黑白,11197084,2018,1
喜欢你胜过小甜饼,20835218,2018,8
三国科技化的可行性,39460052,2018,4
尊主大人从不担心掉马,36459552,2018,4
十二个星座同时向我求婚,38509332,2018,12
被三千位面跨界追杀的日子,22985940,2018,7
反派的职业病[快穿],24787998,2018,7
声息渐止,23060884,2018,10
沙海之墨家少主,6597601,2018,7
相公，救我,33113992,2018,10
[西游]妖怪被师父抓走了,24723484,2018,11
发布刺激任务的真人秀,20418064,2018,11
毒哥很悲催,22743658,2018,2
仙门暴发户,26151044,2018,11
追夫日常,29957706,2018,1
上北下南,37895040,2018,12
我想跟你打网球［综］,20908946,2018,5
探夜人,24422594,2018,3
渣主人欺骗我后求和好[快穿],33273380,2018,8
今晚有鬼敲门吗？,31523958,2018,5
影帝卖锅那些年[重生],33506836,2018,5
我在末世相错亲（末世）,28780180,2018,3
甜头脑和咸高兴［娱乐圈］,25560980,2018,10
攻略帝国男神[星际],25144550,2018,8
他真不想靠脸上位[娱乐圈],22570624,2018,7
走失,31701992,2018,3
[香蜜同人传]润玉x沅兮,7592718,2018,10
鬼道人间,20280118,2018,11
逐鹿天下,33510464,2018,1
试炼空间,48341252,2018,1
陛下你踩到朕龙脉了,27712566,2018,2
（西幻）魔王的悲哀,26305320,2018,8
我醒来就能看到美男,30896164,2018,7
末世纪元之入侵,25772872,2018,7
荣耀归来[电竞],26509484,2018,3
香蜜沉沉龙凤诺,17350560,2018,9
公子何日不风流,27498862,2018,10
全班就我一个普通人,21493062,2018,6
虫二代,21165914,2018,12
我不跟他同台,30067374,2018,10
末世行，冰山受,32391518,2018,10
生存游戏，在线体验[无限],22654948,2018,12
魔鬼恋人之哪怕是母亲有爱就没关系吧,6486651,2018,1
主角总想和我结婚[快穿],19113884,2018,11
死对头失忆后总撩我,24139744,2018,8
小狼崽的重生路,16997332,2018,1
绑定太监系统肿么破,19976890,2018,8
[独孤天下]阿护，我在,5362730,2018,3
够格,16410576,2018,8
襄恒纪事,37943336,2018,7
镇魂同人 成全,7919923,2018,7
仙界第一厨,18431664,2018,7
[喰种]我是这世界的新物种,10389020,2018,10
我和魔君狼狈为奸的日子,23411316,2018,11
Omega将军总在撩我,36135288,2018,9
我管众神生包子那些事儿,34074116,2018,3
我的夫君是摄政王,23446980,2018,7
穿书之炮灰渣攻种田记,25415556,2018,4
死遁后的我又掉马了[星际],23363140,2018,8
没有金手指导致扑街的十种方式(快穿),36583488,2018,7
日常假装自己有病,21535630,2018,7
人渣师叔的洗白之路,16743429,2018,3
魔尊监护人,24054898,2018,6
千手扉间的灾难日常,27108272,2018,5
中娱 影视宠爱,5194422,2018,1
有病就得治[快穿],26538174,2018,3
十级精分现场[快穿],23260152,2018,5
边界破碎[星际],24868754,2018,10
师父，快哄我,24309834,2018,1
朕的玉玺成精了,19585126,2018,10
[一人之下]种树,13263582,2018,3
农场主苏破天际[无限],27747812,2018,12
黄昏之役,43847304,2018,1
异能之控水术,13216010,2018,7
分手后每天都在修罗场[快穿],17021972,2018,11
燕阳事务所,35793712,2018,1
妖怪派出所,34000452,2018,5
（我英）少女撩人,8023683,2018,8
[全职]我超可爱的,5559892,2018,2
与谋,35571940,2018,2
被“掰弯”明星路[重生],18077820,2018,8
[三国]朕不想死啊,20202496,2018,6
